track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
3NxjPAciuwddPmhuvR2xjO,homesoon.,jamesjamesjames,38,72RPcI0gbsxX4cYzJjWQdv,homesoon.,2019-12-27,Electro Posé - Discoveries,6nZaTh6K1SwhdELFTmA99C,edm,electro house,0.753,0.497,8,-12.92,0,0.0453,0.172,0.862,0.139,0.108,124.986,235000
46lFttIf5hnUZMGvjK0Wxo,Runaway (U & I),Galantis,74,4QcXq4vTVN7dFb7bZa9jG2,Pharmacy,2015-06-05,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,pop,indie poptimism,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,227074
0QVCqacAloq7NsnPWhW3Pk,It's So Hard To Say Goodbye To Yesterday - Original Version,Boyz II Men,0,3riDn321q9TNeS1YOSzkv7,Cooleyhighharmony,1991-04-30,New Jack Swing,3ykXidKLz1eYPvuGoFlD1e,r&b,new jack swing,0.297,0.0986,4,-17.71,1,0.0324,0.924,0.0,0.144,0.297,132.121,169200
5GjisoOfsN8qagrax01T4y,Wanna Be,The Internet,58,27ThgFMUAx3MXLQ297DzWF,Hive Mind,2018-07-20,Contemporary Urban,6wyJ4bsjZaUKa9f6GeZlAO,r&b,urban contemporary,0.875,0.41,7,-6.29,0,0.0571,0.0674,0.0374,0.106,0.445,87.999,267400
1oJssChX7jb4SoUQa3juR1,I Like That,The Last Skeptik,40,1d7t2Jy5cJe8JmZ0yJ4IMV,I Like That,2019-07-26,Alternative Hip Hop,37i9dQZF1DWTggY0yqBxES,rap,hip hop,0.721,0.645,9,-7.837,0,0.0513,0.00408,0.00179,0.0957,0.415,113.068,229911
1zOaxkbS1kAY1gIi0g8sOm,It's My Life,Bon Jovi,14,2R8sO7coUsDazpoQzmGIWp,Crush,2000-06-13,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,0.551,0.913,0,-4.063,0,0.0466,0.0263,1.35e-05,0.347,0.544,119.992,224493
4UIUaKFABiomFavFdKOwMb,Could Be You (feat. Danny Dearden),Michael Calfan,58,1K5fNuI3Pib5TI1VDOu4FL,Could Be You (feat. Danny Dearden),2019-12-06,Brand New EDM,2dNitDEHM9FpUGEHWc7zyW,edm,progressive electro house,0.685,0.871,10,-6.258,0,0.0479,0.00139,7.28e-05,0.25,0.102,121.921,170040
5mrBYl7laD552kxVsSXy2j,Love,Cynthia Jones,4,77EiKFk6axcdKp31cojgPX,Journey Of Soul,2011-08-29,Gospel Neo Soul,2wP2UAYC4Nqb6oUXkMJlAz,r&b,neo soul,0.719,0.403,4,-9.51,0,0.0578,0.177,6.17e-06,0.0624,0.548,171.976,251733
7yws3pF3FFguwT2Psi6c15,Do You Remember,Jay Sean,67,3v0AeWgJPrdPPZGt1tS2s0,All Or Nothing,2009-01-01,Pop 2009-2011,3gV6KQYZKIuoWml0094vx6,latin,latin hip hop,0.855,0.668,11,-4.892,1,0.0644,0.0242,0.0,0.102,0.803,125.846,210307
0CV7Da7d7Qe682eEphuowh,From Earth To Heaven,Ballin Entertainment,0,5L1xcowSxwzFUSJzvyMp48,Ultimate Freestyle Mega Mix,2008-04-20,Latin Hip Hop/Freestyle,2MYEUjX0YAI9dxrBDzoCK7,latin,latin hip hop,0.711,0.862,10,-12.749,0,0.0789,0.00801,0.202,0.276,0.847,128.125,142315
3kZUnG3jVpgwh3TQFdTv18,Rhiannon - 2017 Remaster,Fleetwood Mac,47,6jTUmLtY779ZNYsyugOq2q,Fleetwood Mac (2017 Remaster),1975-07-11,I didn’t know perm stood for permanent (wave),3e6gYPyrTbaB8BWgSHCt5j,rock,permanent wave,0.728,0.598,9,-10.251,0,0.0284,0.224,0.142,0.0988,0.797,129.516,250360
7pr168TcvrcajZoKC0qxi7,Tokyo,Rewind,20,6j5tml7cagMte3dcTQWUVZ,Tokyo,2019-09-10,Tastemakers Ball  -  EDM - POP and FUN,67cpuBAXjwibm3LG333Oaq,edm,pop edm,0.7,0.593,0,-7.164,1,0.0395,0.00516,0.432,0.141,0.336,128.005,214687
3ibroeR6Dw9wsE8lPWJJG0,Headless Hobby Horse - Teamworx Remix,Dada Life,15,1yOKW090xo0MMxcnP80n3y,Our Nation (The Remixes),2019-02-08,Big Room 2019,6SrHyxIxWfQx9ISEr6yowk,edm,big room,0.686,0.96,1,-6.937,1,0.0805,0.0494,0.579,0.6,0.229,127.993,187973
179wSw6TBxrM4aiEJ6SIyH,Where the Rivers Flow - Radio Mix,Sons Of Maria,49,7yfa1gDDeXE3klycaaU9zu,Where the Rivers Flow,2015-08-10,Tropical Morning,0vbtbmyihyvl2MVYrdKdGw,latin,tropical,0.701,0.844,0,-4.485,1,0.0766,0.0312,5.37e-05,0.296,0.24,120.004,183803
