track_id,track_name,track_artist,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
5NHn7UwIgpLQls7LhwF955,House Of Cards (feat. Sidnie Tipton),KSHMR,4NcSr9WZLb3CTSt1iaX30g,House Of Cards (feat. Sidnie Tipton),2018-02-16,Electropop - Pop,5TiiHps0hNCyQ6ijVkNZQs,pop,electropop,0.556,0.817,9,-4.442,0,0.0737,0.0195,2.45E-05,0.266,0.423,109.999,188652
53rhwRKKrsWaT6tuSzymdY,mEnorme,Linn da Quebrada,5BQRSpNUoFP8oLGbGwvwWj,mEnorme,2018-11-09,Orgulho Tropical,37i9dQZF1DWZ8fJXMbebf9,latin,tropical,0.383,0.508,1,-9.587,1,0.0482,0.127,0.000198,0.234,0.226,124.817,224246
4YmxakmVsl3YtvNFrB9ih3,Buggin' - Edit,Hot Since 82,2BmYbrmX78INsBORi8bL9r,Buggin',2018-06-28,Deep Electronic Music 2020 & Progressive House,5CMvAWTlDPdZnkleiTHyyo,edm,progressive electro house,0.738,0.851,0,-6.573,1,0.0391,0.00104,0.437,0.43,0.359,123.998,275806
5X1x7olCET1Kix9YjOMTkN,Wherewithal,Bokki,3oJGMM6U9KPZmnhgk92Pck,Wherewithal,2018-10-25,Lofi Hip-Hop,37i9dQZF1DX36Xw4IJIVKA,rap,hip hop,0.639,0.265,6,-17.125,1,0.061,0.88,0.646,0.87,0.137,82.021,159017
06Gyf2pFDVmN5K8XAawG96,No Cap,Future,187UNqZ7MX3neMYkkevmdm,SUPER SLIMEY,2017-10-20,RAP Gangsta,1Z1gW89x4MSBjkvVjGg7DQ,rap,gangster rap,0.8,0.523,1,-6.578,1,0.107,0.00108,0,0.352,0.379,147.057,144142
7LRJmZ6G5qHQEG2CGeTCji,We Can (feat. Tory Lanez),Kranium,6MhwOilsUaISxb4VnIuxpl,We Can (feat. Tory Lanez),2016-09-23,Latin/Hip Hop/Dancehall/Soca,2rg9LCyvaMQvnCE2hVndpR,latin,latin hip hop,0.552,0.618,5,-6.757,0,0.32,0.42,0,0.109,0.399,132.765,194586
7MRU4vOkywuhZ9kbFiPuiu,Si Supieras,Daddy Yankee,4lmKt00bHLEeqJRTlNOxXS,Si Supieras,2019-06-28,Urbano: Latino Vibes,0VsVywryrqLhHmsVFVcOAg,latin,latin hip hop,0.691,0.894,9,-1.681,0,0.115,0.291,0,0.104,0.623,184.019,241880
0wiBYsf6AMo2oIMIubtqOT,Platinum Plus,Big L,2GJNq4qI1bVUGheC2Qevfn,The Big Picture (Explicit Version),2000-08-01,90s Hiphop / Gangsta Rap,5yGuoOwRQF3o8NVRRlvCj7,rap,gangster rap,0.627,0.64,10,-10.141,0,0.301,0.000894,0,0.0942,0.882,97.226,217733
7qIICzwgm3eu1Ic3ufPGJf,Thick And Thin,LANY,7qj0DUUeZjpbHIkNFQxSkb,TAT / IDWLYA / TTT,2018-09-12,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,pop,indie poptimism,0.686,0.564,5,-6.063,0,0.03,0.0599,0,0.0914,0.266,99.968,212429
5vXEj2R1LZFG4D5U70jXnz,Can We Talk,Tevin Campbell,1xhsYljQkbDeXaBljIc5Ce,Rhino Hi-Five: Tevin Campbell,2005-12-20,New Jack Swing,3ykXidKLz1eYPvuGoFlD1e,r&b,new jack swing,0.658,0.711,2,-7.424,0,0.0425,0.0759,1.77E-05,0.0446,0.614,172.365,284587
47dTK2wCmCOlYw2wLZDo1W,Saturday Night,The Herbaliser,2iITDFv9VGAjLMsIQBzGlh,Blow Your Headphones,1997-03-01,Smooth Hip Hop,7ozFIvz1bE1HPgQTUl5qfT,r&b,hip pop,0.827,0.567,1,-10.078,1,0.203,0.0508,0.000183,0.0622,0.663,89.07,306467
0k5YE4nhWJdgzhyTv0YPHP,Stranger,Alfie Connor,45m3VI2tUlicrYPgK1Jaj4,Stranger,2015-02-24,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,pop,indie poptimism,0.611,0.369,10,-10.412,1,0.0811,0.657,0,0.112,0.362,80.111,187014
1D6dE2mMlGz3WN1gjKQ76E,Mr. Writer,Stereophonics,51I2N3YcrmqOJfzywty3l4,Just Enough Education To Perform,2001-01-01,Permanent Wave Cafe,0VS9w0NY4KXfLORkhY81s8,rock,permanent wave,0.447,0.775,5,-3.496,0,0.0383,0.0483,0,0.103,0.164,133.416,319293
2Pph0CUJ8uksCBzV6iyuQF,Lost,Blake Rose,16A6HpMW9UMCB3GNA0Es7a,Lost,2019-02-08,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,pop,indie poptimism,0.595,0.687,4,-6.536,1,0.0486,0.216,0,0.107,0.508,94.73,234623
35FIDQv0u26DSknDahmcdz,With You,Lewka,5JidIN4s1iPbc7zuIHhUIw,With You,2019-08-16,Tropical House 🏝 2020 Hits,2SRbIs0eBQwHeTP7kErjwo,latin,tropical,0.692,0.861,7,-4.864,0,0.0619,0.38,2.07E-05,0.215,0.558,115.029,137348
4ZIvqmpihn94QyFfGcQtdZ,Asli Hip Hop,Ranveer Singh,3UhZwBv1QvSLG1OFQXx930,Gully Boy,2019-01-24,RAP 91,37i9dQZF1DX1ct2TQrAvRf,rap,hip hop,0.667,0.641,8,-11.009,1,0.609,0.572,0,0.311,0.963,169.968,108827
1siDRjAa8MdxNoCHTiiQ7B,Been Around the World (feat. The Notorious B.I.G. & Mase),Diddy,4OGaOZUHLhSeiicZB909aL,No Way Out,1997,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.815,0.529,6,-10.117,0,0.28,0.0191,0,0.406,0.73,99.439,325933
5n0CTysih20NYdT2S0Wpe8,Trouble,Cage The Elephant,0nW0w37lrQ87k7PLZvC4qJ,Tell Me I'm Pretty,2015-12-18,Indie Poptimism,7Ic1UwucK3ozdycPBIPVSR,pop,indie poptimism,0.47,0.623,0,-5.655,1,0.0302,0.392,0.000453,0.0992,0.298,77.861,225973
5nLJL6DLanZaAq8DVkBs62,La Clase,Cazzu,5zbO01D6uIqC2ejQSQEN2O,Error 93,2019-06-03,Trapperz,37i9dQZF1DWUmxBdWX3Pp4,rap,trap,0.849,0.56,1,-8.573,1,0.344,0.181,3.29E-06,0.223,0.299,130.924,267171
2BY7ALEWdloFHgQZG6VMLA,Brandy (You're a Fine Girl),Looking Glass,5ThwnbpYrk9R1xXkAGCLIs,Looking Glass,1972,70s Pop & Rock Hits and Deep Tracks,1uKFRCQYci8kVgMy3xzTVH,rock,album rock,0.715,0.625,1,-11.369,0,0.0601,0.396,1.95E-05,0.134,0.826,125.275,186827
0QNlZgXWDIMdqv6Gjgq0K3,Soul Fifty,Chocolate Puma,79mGFrYCMldNKJXDXnW1Q8,Soul Fifty,2020-01-10,💊ELECTRO-HOUSE-TECH💊,0AFYmoSuoMQiGGjzvBwr6u,edm,electro house,0.694,0.92,11,-4.783,0,0.0792,0.018,0.876,0.0462,0.579,124.961,157440
19UgUdi5wEziJJg239wPYU,Drifting - Tim Schaufert Remix,TWO LANES,5jdJ2EKCV9KicYZQucz9JC,Drifting (Remixes),2019-11-22,Trap Nation,0NCspsyf0OS4BsPgGhkQXM,rap,trap,0.611,0.393,9,-13.501,0,0.144,0.292,0.908,0.112,0.167,80.006,189273
7BKLCZ1jbUBVqRi2FVlTVw,Closer (feat. Halsey),The Chainsmokers,0rSLgV8p5FzfnqlEk4GzxE,Closer (feat. Halsey),2016-07-29,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,pop,post-teen pop,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960
4cFykOhUKQ5dnwLYf59s00,Disciples,Stee Downes,6Pxaila5LZFj9LZqiffoa0,All In A Day,2008-10-20,NEO FUNK AND SOUL,2WbTrS5D0V2TW6DiDkJBru,r&b,neo soul,0.678,0.782,0,-7.416,0,0.115,0.117,0,0.242,0.865,116.039,250480
6qsArsTq6WoqtUFUe1e15W,Airplanes,Local Natives,2cIpJDijNEoHv88jJKwDID,Gorilla Manor,2010-02-16,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.588,0.529,2,-7.838,1,0.0242,0.534,0.0683,0.126,0.591,95.971,237933
2OxUtaKYeahAGNaBiahXtR,Diabla - Official Remix,Farruko,3vMjckv3marP7H96rP6VKZ,Diabla (Official Remix),2017-02-25,Trap Rewind,37i9dQZF1DX0JcH25923HT,rap,trap,0.684,0.725,7,-4.343,1,0.0863,0.448,0,0.194,0.575,137.945,331413
4iLqG9SeJSnt0cSPICSjxv,Attention,Charlie Puth,0t0NkQulrNkxw2oUZZHboA,Attention,2017-04-20,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12E-05,0.0848,0.777,100.041,211475
3ahC30o4eQOsfQ6uHhkr0g,Lalu,Omy de Oro,6LDEPHqZF6bOMbSDg5VmlO,Lalu,2019-11-21,Trap Land,37i9dQZF1DXde9tuMHuIsj,rap,trap,0.802,0.548,0,-8.798,1,0.111,0.12,0.000131,0.218,0.24,145.059,204663
3uhTOxvu2h2YEm0uPNF2vi,Doch in der Nacht,Apache 207,0IoleYbJxOgQLuZDkzyzPG,Platte,2019-10-25,Modus Mio,37i9dQZF1DX36edUJpD76c,rap,hip hop,0.901,0.832,9,-6.906,0,0.074,0.121,0.249,0.213,0.708,130.994,191760
5vCMqXWUY0gQffbbX1z2eK,Visit By Cap Kendricks,Funky Notes,4Tp1yDTcXEOg5Nu8jb9cjV,Second Home,2019-05-03,Jazz Vibes,37i9dQZF1DX0SM0LYsmbMT,rap,hip hop,0.525,0.729,6,-5.085,0,0.328,0.339,0.000494,0.538,0.842,81.634,195333
2EBCVPNAG46nbgs6jXPGvv,Starships,Nicki Minaj,22F5ZYY1sxoJjk6HzZfmC1,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),2012-01-01,2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS,2DjIfVDXGYDgRxw7IJTKVb,edm,pop edm,0.747,0.716,11,-2.457,0,0.075,0.135,0,0.251,0.751,125.008,210627
5WNYg3usc6H8N3MBEp4zVk,Boredom (feat. Rex Orange County & Anna of the North),"Tyler, The Creator",2nkto6YNI4rUYTLqEwWJ3o,Flower Boy,2017-07-21,indie poptimism,1E5VdGGWkpDQ682gdvJAZH,pop,indie poptimism,0.559,0.578,8,-9.54,1,0.151,0.79,0.000522,0.324,0.239,79.938,320720
1E5m92fn5c92TUH6NP7HDX,Tutto apposto (feat. Capo Plaza),Philip,0nKGLpCDpfDeNMgXLlsYiw,Tutto apposto (feat. Capo Plaza),2019-09-27,Zona Trap,37i9dQZF1DWXU2naFUn37x,rap,trap,0.7,0.616,4,-8.505,1,0.155,0.27,0,0.174,0.55,140,175429
6x7r0lpyqxBKGq8J7LFMeu,Sun Is Never Going Down (feat. Dawn Golden),Martin Garrix,0f1CZexom6ELxbDZx32fyk,Seven,2016-10-28,Hands Up‏‏​​   ‍,1lSdljPk8zcAdXVMUduDia,edm,progressive electro house,0.506,0.726,5,-5.964,0,0.0366,0.00308,8.05E-05,0.266,0.266,128.044,204418
6h3NfvlWed8jwv1xECzQE4,Crush,Beckett,0BqlMoauOZmhtKbVZ5Dlhc,Primetime,2016-12-24,Japanese Funk/Soul/NEO/Jazz/Acid,4zNayWuATXCAA9gaXvnFnq,r&b,neo soul,0.709,0.545,0,-10.37,1,0.0359,0.284,0.948,0.0529,0.587,112.631,226647
2iQecdm9sXeYFg9uem5hmt,No Te Puedo Olvidar,Camilo Séptimo,5Tgu2cu18iufiBiwlE7Fht,Óleos,2017-03-31,ELECTROPOP EN ESPAÑOL,3VfscqF7zq65IGKiYM3FS0,pop,electropop,0.697,0.6,1,-9.439,0,0.0266,0.146,0.125,0.0965,0.498,99.979,278272
0vRvoOEUTabrQNmqUCD5Uw,The Spook Returns,KSHMR,3KgMiD9uBGsdfjuefgDGik,The Spook Returns,2016-11-18,Big Room House | Festival Bangers,5Bx5niVgi3qGQQw06C0RKq,edm,big room,0.466,0.936,1,-4.405,0,0.185,0.00948,0.356,0.154,0.37,127.863,189896
7LzouaWGFCy4tkXDOOnEyM,Liar,Camila Cabello,3xgS4rfthlsvhW7J2WLiiR,Liar,2019-09-04,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,207039
0l0CvurVUrr2w3Jj1hOVFc,NO,Meghan Trainor,08eweM0IZoZPCCxODbrMoL,Thank You (Deluxe Version),2017-05-12,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,pop,dance pop,0.557,0.801,1,-3.602,0,0.218,0.0125,1.66E-06,0.737,0.654,92.135,213507
3ALLv1BQxYFlJ8XQOQtgW1,DIEZ MINUTOS (feat. Mario Bautista),Paula Cendejas,5EMNFBHTdsIeCMqKou5HuQ,DIEZ MINUTOS (feat. Mario Bautista),2019-07-26,Latin Pop Songs,5uOMV7g6vp8WxoqXfkzKaw,latin,latin pop,0.805,0.767,8,-3.977,0,0.056,0.087,0.00722,0.177,0.797,97.986,189894
5Ng5imfPCY4S1RxugcYd3g,Did I Do Something Wrong?,Bex,1e5inhXMjtPWEBjQqrD3XM,Did I Do Something Wrong?,2019-12-13,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,pop,indie poptimism,0.445,0.28,2,-8.487,0,0.0313,0.609,0,0.149,0.0659,123.828,282773
3uYzfyifC7J1j1IEjN1xz6,This Love - Acoustic,Maroon 5,3toVRkWzjEYU9U51GDqllW,1.22.03 Acoustic,2004,Unplugged Hits 📣,5NTm3injIRkUMROsZr3C2O,latin,latin pop,0.637,0.631,1,-8.934,1,0.0665,0.508,1.39E-05,0.38,0.683,91.111,255293
4VOSwu01kbILSLnLTD6oG0,Anotha Day Anotha Balla,South Circle,7mSFMSNaJi8qgJEyakyfcp,Anotha Day Anotha Balla,1995-07-04,Southern Hip Hop,3R5c1OfJY7Rzl3p28pzGtL,rap,southern hip hop,0.704,0.62,7,-6.454,1,0.296,0.132,0,0.112,0.712,75.168,193627
6JvfBzqZmSiEG5MjM7OcSY,Diddy Bop (feat. Cam O'bi & Raury),Noname,18Scpsg5OV1iYNtSaCsjwz,Telefone,2016-08-12,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,r&b,hip pop,0.637,0.503,1,-6.927,1,0.336,0.713,0.000113,0.109,0.661,81.061,208000
3VQjHDZKiksfFLm7Fg8dEF,Immortal - Edited Version,Kid Cudi,5swgvXgehowppGjSaAXtU5,Immortal,2013-03-14,Hip-Hop 'n RnB,0275i1VNfBnsNbPl0QIBpG,rap,southern hip hop,0.583,0.914,0,-2.295,1,0.158,0.155,1.43E-05,0.389,0.556,84.968,302507
27GmP9AWRs744SzKcpJsTZ,Jumpman,Drake,1ozpmkWcCHwsQ4QTnxOOdT,What A Time To Be Alive,2015-09-20,Hip Hop Controller,37i9dQZF1DWT5MrZnPU1zD,rap,hip hop,0.852,0.553,1,-7.286,1,0.187,0.0563,0,0.332,0.656,142.072,205879
0r4wOGAdRfCJyaognMP44R,In Da Club,Lil Jon & The East Side Boyz,0hk2hXNB5d65F400dhcdcV,Crunk Juice,2004-11-16,90s-2000s Southern Hip Hop / Crunk,5wsWBmQgDtKa8CEg7wTEMi,rap,southern hip hop,0.782,0.718,1,-4.277,1,0.111,0.00834,0,0.163,0.641,104.067,269920
5dd8tOJwLqEvasVqvvrJzV,On & On,Erykah Badu,0ANbEIqol6OKQl36DYBAom,Baduizm - Special Edition,1997-02-11,Neo Soul,2YPP7fiYu5pIcp2yyHvw4A,r&b,neo soul,0.766,0.397,11,-10.414,0,0.154,0.0473,0.00765,0.261,0.344,80.421,225973
3BffVF4K7OelPuo46KUqhe,Ella Me Levanto,Daddy Yankee,7lTcWPFUnZtJ2zQiV9x4xk,El Cartel: The Big Boss (Explicit Version),2007-06-04,REGGAETON ANTIGUO 🔥,42E6uFhL4e2nXmbmeigwXb,latin,reggaeton,0.759,0.9,2,-4.766,0,0.0643,0.0804,0,0.224,0.76,100.021,209493
3NxjPAciuwddPmhuvR2xjO,homesoon.,jamesjamesjames,72RPcI0gbsxX4cYzJjWQdv,homesoon.,2019-12-27,Electro Posé - Discoveries,6nZaTh6K1SwhdELFTmA99C,edm,electro house,0.753,0.497,8,-12.92,0,0.0453,0.172,0.862,0.139,0.108,124.986,235000
46lFttIf5hnUZMGvjK0Wxo,Runaway (U & I),Galantis,4QcXq4vTVN7dFb7bZa9jG2,Pharmacy,2015-06-05,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,pop,indie poptimism,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,227074
0QVCqacAloq7NsnPWhW3Pk,It's So Hard To Say Goodbye To Yesterday - Original Version,Boyz II Men,3riDn321q9TNeS1YOSzkv7,Cooleyhighharmony,1991-04-30,New Jack Swing,3ykXidKLz1eYPvuGoFlD1e,r&b,new jack swing,0.297,0.0986,4,-17.71,1,0.0324,0.924,0,0.144,0.297,132.121,169200
5GjisoOfsN8qagrax01T4y,Wanna Be,The Internet,27ThgFMUAx3MXLQ297DzWF,Hive Mind,2018-07-20,Contemporary Urban,6wyJ4bsjZaUKa9f6GeZlAO,r&b,urban contemporary,0.875,0.41,7,-6.29,0,0.0571,0.0674,0.0374,0.106,0.445,87.999,267400
1oJssChX7jb4SoUQa3juR1,I Like That,The Last Skeptik,1d7t2Jy5cJe8JmZ0yJ4IMV,I Like That,2019-07-26,Alternative Hip Hop,37i9dQZF1DWTggY0yqBxES,rap,hip hop,0.721,0.645,9,-7.837,0,0.0513,0.00408,0.00179,0.0957,0.415,113.068,229911
1zOaxkbS1kAY1gIi0g8sOm,It's My Life,Bon Jovi,2R8sO7coUsDazpoQzmGIWp,Crush,2000-06-13,keg party jukebox,4PjiT7SWnUsTTTvKOuR76f,rock,permanent wave,0.551,0.913,0,-4.063,0,0.0466,0.0263,1.35E-05,0.347,0.544,119.992,224493
4UIUaKFABiomFavFdKOwMb,Could Be You (feat. Danny Dearden),Michael Calfan,1K5fNuI3Pib5TI1VDOu4FL,Could Be You (feat. Danny Dearden),2019-12-06,Brand New EDM,2dNitDEHM9FpUGEHWc7zyW,edm,progressive electro house,0.685,0.871,10,-6.258,0,0.0479,0.00139,7.28E-05,0.25,0.102,121.921,170040
5mrBYl7laD552kxVsSXy2j,Love,Cynthia Jones,77EiKFk6axcdKp31cojgPX,Journey Of Soul,2011-08-29,Gospel Neo Soul,2wP2UAYC4Nqb6oUXkMJlAz,r&b,neo soul,0.719,0.403,4,-9.51,0,0.0578,0.177,6.17E-06,0.0624,0.548,171.976,251733
7yws3pF3FFguwT2Psi6c15,Do You Remember,Jay Sean,3v0AeWgJPrdPPZGt1tS2s0,All Or Nothing,2009-01-01,Pop 2009-2011,3gV6KQYZKIuoWml0094vx6,latin,latin hip hop,0.855,0.668,11,-4.892,1,0.0644,0.0242,0,0.102,0.803,125.846,210307
0CV7Da7d7Qe682eEphuowh,From Earth To Heaven,Ballin Entertainment,5L1xcowSxwzFUSJzvyMp48,Ultimate Freestyle Mega Mix,2008-04-20,Latin Hip Hop/Freestyle,2MYEUjX0YAI9dxrBDzoCK7,latin,latin hip hop,0.711,0.862,10,-12.749,0,0.0789,0.00801,0.202,0.276,0.847,128.125,142315
3kZUnG3jVpgwh3TQFdTv18,Rhiannon - 2017 Remaster,Fleetwood Mac,6jTUmLtY779ZNYsyugOq2q,Fleetwood Mac (2017 Remaster),1975-07-11,I didn’t know perm stood for permanent (wave),3e6gYPyrTbaB8BWgSHCt5j,rock,permanent wave,0.728,0.598,9,-10.251,0,0.0284,0.224,0.142,0.0988,0.797,129.516,250360
7pr168TcvrcajZoKC0qxi7,Tokyo,Rewind,6j5tml7cagMte3dcTQWUVZ,Tokyo,2019-09-10,Tastemakers Ball  -  EDM - POP and FUN,67cpuBAXjwibm3LG333Oaq,edm,pop edm,0.7,0.593,0,-7.164,1,0.0395,0.00516,0.432,0.141,0.336,128.005,214687
3ibroeR6Dw9wsE8lPWJJG0,Headless Hobby Horse - Teamworx Remix,Dada Life,1yOKW090xo0MMxcnP80n3y,Our Nation (The Remixes),2019-02-08,Big Room 2019,6SrHyxIxWfQx9ISEr6yowk,edm,big room,0.686,0.96,1,-6.937,1,0.0805,0.0494,0.579,0.6,0.229,127.993,187973
179wSw6TBxrM4aiEJ6SIyH,Where the Rivers Flow - Radio Mix,Sons Of Maria,7yfa1gDDeXE3klycaaU9zu,Where the Rivers Flow,2015-08-10,Tropical Morning,0vbtbmyihyvl2MVYrdKdGw,latin,tropical,0.701,0.844,0,-4.485,1,0.0766,0.0312,5.37E-05,0.296,0.24,120.004,183803
5MLLuLqPdUlx8bfKtdkLwO,The Best of My Love - 2013 Remaster,Eagles,2iCHyD9XHtA3vJFJIuXzqu,On the Border (2013 Remaster),1974,Soft Rock Drive,37i9dQZF1DX6TIU4D13lOY,rock,classic rock,0.559,0.393,0,-11.095,1,0.0237,0.717,0,0.0532,0.669,90.105,274891
0BDmyy2xonhhvcl2QDg2Xh,Cobra,Formal One,1se7OjX41LBkLRQT73mR1t,Cobra,2018-12-22,Trap Mojito,37i9dQZF1DX1OIMC8iDi74,rap,trap,0.549,0.949,2,-4.074,1,0.0595,0.00122,0.00455,0.104,0.169,160.022,255000
